1	47428	155	27	21	638.0
1	47630	465	22	5	342.48
1	23821	299	0	21	1504.24
1	43117	365	62	16	1370.11
1	62834	438	99	21	820.25
1	65269	252	63	9	1432.66
1	36973	168	72	37	795.29
1	1938	262	78	45	1911.53
1	63383	17	8	35	468.63
1	81079	235	95	32	1960.53
1	39367	50	46	13	911.78
1	76846	14	5	15	1283.5
1	41059	388	62	20	1637.08
1	44098	76	27	42	1633.6
1	85926	18	7	31	1017.32
1	33429	389	27	38	1309.31
1	97802	487	38	15	401.33
1	693	52	22	41	405.39
1	14930	69	47	15	216.15
1	20761	237	41	39	658.41
1	48996	25	4	7	1303.77
1	52603	237	0	48	1550.58
1	64441	119	23	31	1599.86
1	15760	442	57	19	1814.96
1	6475	422	42	26	1448.42
1	85117	267	62	42	1267.37
1	92785	301	33	41	1012.31
1	25400	244	48	36	1500.3
1	78088	291	67	38	1012.36
1	71388	133	76	34	1085.57
1	64132	327	1	34	1548.13
1	60686	132	28	6	125.52
1	96741	254	77	25	892.18
1	67226	37	6	30	408.43
1	57929	362	99	10	879.94
1	79942	383	22	23	288.34
1	4333	12	0	22	1265.93
1	26967	111	86	19	1807.97
1	96390	170	53	22	1446.42
1	670	24	23	33	161.12
1	79158	355	43	23	853.82
1	74966	351	9	15	1718.39
1	3362	410	18	47	1854.14
1	13645	58	30	41	1956.22
1	6646	267	91	39	396.83
1	83549	75	60	15	588.28
1	58075	44	22	20	1005.96
1	79809	324	94	26	102.87
1	91466	149	44	28	558.43
1	28245	476	33	22	979.81
1	5513	194	25	26	92.75
1	48016	425	47	16	926.4
1	8381	179	13	7	394.73
1	93974	270	7	20	527.06
1	70706	129	48	28	1250.72
1	53436	345	10	34	295.95
1	89125	75	68	39	1819.29
1	24063	169	78	28	1094.93
1	61355	460	46	48	1475.95
1	59060	402	99	9	337.25
1	27241	449	30	39	1231.58
1	33617	485	30	31	1077.17
1	1372	222	1	24	1058.22
1	55740	334	50	15	581.67
1	74169	381	4	33	337.41
1	65746	270	50	31	854.82
1	88585	159	8	50	571.75
1	41087	238	42	16	374.87
1	29532	235	15	12	1406.98
1	85010	99	79	15	1009.57
1	24990	356	38	41	1952.68
1	8683	290	61	37	999.42
1	95227	147	52	9	1582.82
1	3338	200	71	44	1428.66
1	89086	45	20	27	1114.35
1	10964	265	28	19	99.24
1	42225	25	18	7	493.84
1	94392	288	81	48	323.32
1	33990	16	11	40	1224.67
1	51133	339	10	47	408.0
1	60461	203	83	7	464.65
1	11588	256	69	11	1447.02
1	31495	63	60	32	1902.06
1	30456	293	39	13	1581.57
1	10241	477	7	50	50.95
1	7164	148	46	36	558.63
1	74543	415	4	23	1914.04
1	4011	159	21	8	279.44
1	26674	216	0	50	983.5
1	61924	327	37	30	222.73
1	64270	13	3	35	638.7
1	73047	183	82	16	1213.57
1	21709	135	6	24	1380.47
1	20432	110	95	33	1787.06
1	57843	132	73	9	1612.63
1	26663	307	36	35	488.17
1	92056	406	100	40	1531.47
1	1205	108	2	49	1071.05
1	69909	271	95	7	1223.26
1	14414	132	0	39	1375.17
1	31010	129	92	9	1754.47
1	57267	137	77	14	1481.2
1	50380	308	97	32	355.45
1	38946	472	55	40	1660.19
1	28609	57	40	50	151.09
1	54494	290	87	9	1080.93
1	71999	202	63	34	1727.95
1	7203	428	86	10	1641.96
1	20313	156	84	6	791.61
1	47823	113	23	28	1426.28
1	77742	219	58	44	1527.22
1	25344	307	48	11	1066.17
1	85860	496	82	10	1240.4
1	21878	84	45	38	1027.13
1	29147	36	7	13	947.23
1	40201	64	45	34	851.55
1	78990	281	40	43	1187.86
1	76806	466	55	16	1897.52
1	19135	260	79	22	576.32
1	98445	85	30	26	1155.51
1	5665	321	49	33	1624.69
1	15108	344	68	45	958.72
1	75486	217	31	37	1460.41
1	79729	70	28	42	1374.77
1	93422	52	16	31	562.66
1	96694	284	90	22	1913.86
1	45828	345	83	15	1729.96
1	6221	243	50	6	1654.87
1	25182	208	41	7	710.08
1	4627	455	82	38	1283.36
1	82953	318	12	19	1974.26
1	88908	385	74	19	1886.76
