1	845	e7086b41-4c15-4d0d-9cd0-6ebc4f546d1a	2020-03-19	47556.8
2	409	bf9913fd-7df0-48a5-a18f-4af521794c2c	2021-01-09	125644.96
3	414	fc396f5f-2797-4a38-8c70-3a84f5add990	2023-08-10	149268.53
4	971	3ce1f033-b646-4045-b259-c4d8166cfe3c	2025-12-19	95237.89
5	667	9d0893bc-87a3-4d8b-ac1d-a8ed1348ca5a	2022-11-22	5909.82
6	25	90213128-7406-443f-af6f-93960ff90862	2020-09-08	47394.13
7	241	24aae415-ba16-4d5c-a0e0-401c3ca1f637	2021-03-18	73295.94
8	434	c5ed4f80-1c11-4d5d-810f-986c27429538	2024-11-05	49575.27
9	921	dd655191-4d45-48ef-87eb-850df21fef27	2022-01-26	141540.57
10	798	4bb7dc7b-5f91-4da1-9dcf-292465d81d1a	2025-10-12	150297.76
11	874	63687262-4c81-44b4-9f04-7cacae9694ee	2021-04-30	15741.6
12	141	ae9c03dd-995a-41d1-9c27-f74193c1876b	2025-12-17	166378.69
13	873	461655d2-2479-4015-bb86-6873249fb685	2020-04-12	106139.94
14	527	1243b60b-be90-42a8-9fb5-ccdd40e1c745	2024-04-18	120933.08
15	511	fb0bf7ec-52bd-43b1-9db4-4ba1c999529b	2023-02-27	15774.9
16	23	60eb22c0-e462-4750-8ed9-d56965b0e741	2025-11-21	161109.64
17	96	52f2899b-c436-466a-b500-18bba6258f97	2022-08-01	21375.84
18	235	81905550-2112-4855-a0dc-fe6e6d232f7e	2025-08-06	165250.3
19	513	29999b88-de22-4fe7-8c07-7523f9bb21f3	2023-09-18	60848.02
20	446	7e5adc27-219f-4b5b-8d1a-b0cc4c34c958	2021-09-20	37906.62
21	620	4617af14-8788-4903-9b29-df4504b04c73	2021-06-08	227331.52
22	483	f60a9839-999a-48c3-8eb7-985b8bb9bf28	2020-06-08	114587.93
23	126	b60c4c7a-c203-4b0c-9f90-a43fe1995bac	2021-02-19	61643.29
24	662	9d9ac3f2-a4d7-4b91-96b6-6565db58bb42	2022-10-26	106021.24
25	430	75f14335-d8dd-4698-99a0-6de9a1689d14	2021-06-15	14518.84
26	263	1ca62dc1-f997-4dc4-9f96-4fe73fecef22	2020-09-15	15410.61
27	744	d986bab3-b9cf-4432-8118-6648bc4ee5b5	2024-11-19	142031.62
28	994	71b0ba2d-c0e9-4f19-b881-97626b34fbfe	2024-04-05	58292.02
29	283	da623e59-06d8-4dda-92c9-f8d2275af798	2022-07-19	124443.83
30	264	f8d0aa3d-dcda-46eb-aef8-e36afffcae59	2020-05-16	11734.32
31	928	e1e3dddb-6f2e-4132-8e22-bcd2c3260751	2020-12-22	118489.42
32	842	26f072b5-dc98-4403-a0de-2afa135106c5	2023-07-25	147875.0
33	615	0cde64d8-5a29-4b90-b4d4-2540be6257a8	2025-03-05	7990.92
34	528	71261eee-9006-4bdb-9ca1-fd4d9f0f3476	2022-03-02	155854.1
35	943	97556d54-0324-4b5b-b164-a3a359b04ba2	2022-06-26	158391.64
36	423	83524e62-fe2e-4e20-b3e1-e3f158b5ba73	2021-05-15	111928.95
37	45	6e31208d-9bc7-4fe6-bc99-9d5313fa05c3	2023-05-30	3851.74
38	580	7e290c80-df38-4c70-a127-f6ac49d9aed3	2020-05-23	1506.54
39	425	e6f7ea32-0f2b-42d5-abfe-4b5e9fe51315	2024-01-01	75313.65
40	103	81b16dd9-fbf3-432b-836f-f622ff256911	2020-04-08	20426.3
41	591	15b487a8-2b59-4083-b0fc-06cb2b042b22	2022-04-14	2668.3
42	124	dcc5b5b5-f363-4883-8bc6-49e98699dafc	2020-06-21	40781.37
43	853	555d959d-bb19-4211-83bf-a1030c1a72dd	2021-01-26	74989.75
44	585	d5d583b1-668b-4828-a1fe-ce11852d4afe	2024-01-13	135079.83
45	506	855f6846-51c9-4e20-90c7-c0c140d67fde	2023-02-18	180784.65
46	378	4f5cf580-7bcf-4fa6-97a9-1472c8342268	2020-10-25	14744.25
47	45	7e0b264f-2638-426b-b0a4-78449211e302	2024-03-15	138335.94
48	15	83f971a2-d01e-4117-a27b-620284c65be1	2024-05-17	150904.07
49	377	c4bc3235-c1bc-4743-8c4e-5997426d2292	2024-04-06	121316.69
50	268	55f93b4c-b3d9-4158-b633-9fdc284a32db	2023-12-31	32010.32
51	683	51ee22b9-4208-4a1d-a0da-a7330b66bdd8	2025-04-26	78539.84
52	255	52ddc704-0876-4878-978e-acc4efef7c72	2020-05-31	196119.19
53	231	00f52d3b-2374-4c7c-8eea-763d571be4bb	2024-03-20	18750.32
54	253	66e7dc39-1180-40d2-9e8c-caae8ef1dc5e	2020-07-27	173840.92
55	31	29834e8b-04b9-464e-9548-c590fbad5423	2025-08-02	127372.02
56	81	00385e1c-5607-4ef4-9506-c4a32eaef5b3	2024-08-16	21560.63
57	609	5e06c94a-1c20-4076-8d4b-a3d097e7c744	2023-07-06	11284.51
58	27	2fedc062-a67d-410b-b6c0-169db7bd4c76	2023-07-23	171997.79
59	775	567c8c64-d29b-4f73-a166-1904cf3f24cf	2022-12-01	141504.18
60	315	afd4a03a-c858-42a6-847f-e067d5541800	2020-10-21	160698.31
61	135	962827e5-44da-44fe-968f-74fd6b7b6f63	2023-01-20	124721.58
62	351	43f39e1b-c5ae-428d-ab25-2c59807bb17a	2022-07-13	128662.79
63	223	ae2f2f4f-ca95-4e9a-a56b-244081e3df48	2022-06-16	120201.03
64	264	b1f7b331-87e8-4ec2-9f54-cd574e8c6d49	2025-07-03	60638.74
65	164	fc276755-b868-4b57-abd3-c493ae922658	2022-10-09	125348.21
66	630	956b6498-b3b2-4354-9cc2-c4e520bc2a2c	2022-12-20	41317.21
67	836	d4ae9011-f714-4214-9e83-adc2c9d62ee7	2025-04-22	54249.99
68	796	811e7c2f-22ab-4cc1-8e59-44d4eae4ef1f	2023-08-21	134127.53
69	903	d9f4e7af-3a66-4092-b5fa-2f450463dab4	2023-05-07	90848.36
70	366	3d7c395d-78fc-48c1-9106-1743e1413f34	2021-08-22	84072.91
71	558	76ea6325-dd0b-4b4b-86dd-0e4d8e4a66f0	2020-05-08	149080.57
72	403	0757d41c-05ff-4c39-8b90-4c98f72ae175	2024-10-26	158154.07
73	205	81cfca00-4137-4d1b-9b8c-a4adc2dda343	2021-12-26	89443.17
74	790	fbf16f46-cd15-4791-bf07-2041edda726b	2020-06-15	86415.01
75	210	0c013fef-3597-4810-8dd3-9dd6aacc85b8	2020-11-16	36403.85
76	995	14deb982-9647-4878-9ca4-403e5ddee339	2021-04-23	67246.44
77	670	b9a2b1b1-fa2f-4144-8ddd-026daf284614	2022-11-03	56493.21
78	319	c023327b-97d3-403e-813c-3c5417196ad8	2024-09-17	71682.57
79	91	b74095c4-81e1-4e8f-9000-35f7e2d6213d	2020-10-23	131838.74
80	848	8ea207d1-74b3-4a3c-b13b-f8f670e6eb37	2020-09-28	5457.52
81	848	7ed833ed-1bf4-43b3-9dfb-e5e5b2027463	2025-12-16	17613.67
82	568	e5f3035a-94ae-403d-af4e-32d369f23161	2023-01-25	160861.11
83	919	913857f9-e013-4100-bc37-43bb98900e22	2023-12-03	117704.6
84	812	4b6d995d-cdf4-447c-bfce-e14d4747ce5f	2022-11-28	58298.24
85	978	c5cf84fe-8dde-433e-966f-da7c4117fc97	2023-09-30	68630.6
86	356	475b05af-da9a-40f6-932a-a82eb2b12ab0	2024-12-28	21423.15
87	538	50efcfa5-525b-4898-bc32-cdb36972eaea	2023-08-16	119754.16
88	429	a42d52c3-a9be-49f9-9e45-08c428974391	2025-01-19	169718.79
89	701	4b954c79-7c33-4e37-ad69-be976a310cae	2021-10-14	52681.29
90	855	429bb3b1-6f1b-410b-af3e-8135997ef532	2022-02-25	170394.96
91	800	69b4635d-5768-47f0-bac9-1079d1b78311	2025-01-07	180331.35
92	657	bf2cf5ea-e2d6-4cec-9b3e-26f799f7f5d7	2023-06-11	30324.18
93	794	24a764d0-ff72-4e9e-9d1b-fbff071f5074	2021-10-22	31732.38
94	251	992182b5-90d4-48f8-a017-c523c30d05bd	2023-08-27	171621.51
95	230	088aacc7-3d8f-4181-a1e6-5ac6ab6c045b	2023-11-06	135991.77
96	852	7436e984-011f-4cba-a74d-ba8050613882	2025-01-05	90912.59
97	75	ba209053-dc7f-4f11-b877-c9e768e96021	2024-07-09	139654.99
98	792	6d98d3eb-36dd-4f0f-97df-c0c623f7eba9	2021-07-06	75161.08
99	980	87570ea5-c02d-4adc-a97a-b8ee28a19930	2025-12-25	62763.66
100	913	0c552e2e-97be-49c5-8ed7-766962998cae	2024-01-23	52082.99
101	204	23251dd0-7e4b-4878-a7be-961423204eb5	2025-05-14	79185.98
102	448	294a745c-5845-494d-ae28-148999f11c99	2023-06-15	53688.21
103	613	2f019113-97a7-45c6-a68a-e7ee2ece41fc	2023-12-22	163521.56
104	400	dcd4232c-05a3-4dd4-a1f8-95b1450636d1	2023-05-27	106806.76
105	810	b4238d12-93c4-4b70-9918-4de178c933d3	2022-03-17	105684.47
106	607	f0001656-9ad5-445c-9f17-622808db09f3	2020-03-27	157402.91
107	859	4f851a4f-d852-4154-8251-fa11a3ef99ff	2024-02-11	78546.04
108	600	b6762279-3e2e-43e6-9c52-cc6d37a2a705	2021-01-24	100703.37
109	18	5eb28515-1182-4263-913e-a9ce15238268	2024-10-24	6906.06
110	129	9fc4bb05-be33-49da-8705-42ea0874b314	2023-08-17	83713.21
111	503	57897e4b-8b5e-4c83-8271-fcdd441d1373	2021-10-19	36195.42
112	6	c8f0d730-7903-4666-b5d5-8ab753e69ba6	2022-08-02	167629.65
113	883	f572f8d1-ae66-44aa-a880-f8baf86fb44c	2023-03-04	29770.02
114	946	68dcc5dc-1805-4ff3-a7c2-3fe2a4f8636a	2021-10-22	102553.46
115	251	614c5f56-da12-455a-b7a7-1ca8203a2648	2025-06-01	55094.07
116	309	94162105-cddb-410e-8f6a-6117a5b8a10c	2022-05-23	152825.71
117	678	4659c4fe-f1f5-4687-9f14-8a2d15a37794	2021-07-14	65137.96
118	277	ba05dfa1-f420-4a6a-a20b-aa4ff1639514	2023-11-23	14753.7
119	448	15dbff79-1b01-4638-9dc6-f3020d57b0ae	2024-10-27	127206.39
120	195	b502953d-b2f3-4d95-bf05-9b872e66a986	2024-04-13	41040.72
121	617	81f693e6-7e5f-410d-b1ed-ff00800e17c1	2023-01-13	13774.01
122	104	02adab1c-9579-4aec-9e06-820bc5c513aa	2023-06-12	94249.82
123	722	ba88a577-0aee-4bf2-91e0-ebb4868f2d6e	2024-11-29	74665.35
124	586	c6fe4313-e3fa-4f70-952b-6fd3193c7a57	2021-02-14	42334.52
125	260	5169a76b-e64d-4b5c-9c75-8b82b35ba3f5	2025-06-06	193857.7
126	436	15e30d35-14a3-4de2-aad4-ae02b1efe371	2024-07-02	5864.54
127	459	1220ac02-2a64-48cb-b988-11a921b376ec	2020-05-13	49033.08
128	223	cced7f6b-2194-43ff-8296-317838b6922b	2023-06-04	995.94
129	126	14ed8870-6dd3-48ec-8672-4c12e790a452	2025-08-30	5550.51
130	185	502e8c6b-eb21-4a08-8fb8-8a8dc8a9ce77	2025-08-05	56867.26
131	575	e80aee56-d2a9-4e6f-beae-e0838af2693f	2020-08-02	85546.52
132	392	915401bc-0ed5-4e6c-8cd3-92474d7cfad8	2025-01-03	101345.84
133	239	326359cc-d8f1-4fbc-8248-9c0e1e8317c6	2023-03-03	86315.64
134	299	369e2457-8e11-47f0-9b88-2744020a2d12	2023-10-27	108303.33
135	766	3a64913d-ce6f-4e81-94c2-7eccbd1cf134	2025-05-25	160914.9
136	993	73119fc2-e8c4-48a4-b7f4-67f8723de5b2	2021-03-29	13575.3
137	62	4a21d23f-42f0-4f6e-9307-9e30e65b6365	2022-01-18	25506.46
138	424	683242f5-bba3-4a18-8cc2-2bc7edc30dc9	2020-06-26	6546.45
139	367	1c294bc0-ab62-411e-9406-d7bae18d131c	2022-06-02	84059.96
140	734	62550477-ed98-47f0-858f-1cf4a2c0fc4b	2021-11-23	128952.68
141	399	11a8d2f3-15cf-473b-9f69-895413c3fa4e	2023-05-31	697.18
142	86	0305e36f-fb2e-465d-b1a5-42edf5a68eac	2021-12-19	55106.59
143	689	720cf21d-0edc-451b-a9c8-75efefb1c316	2021-05-11	51623.06
144	254	ca3101e9-bb38-4161-8d55-455e8f422137	2020-06-14	42916.05
145	696	32c64d7f-c224-40df-994b-479169ea89ad	2024-08-11	114982.41
146	80	145d2d12-fdf7-4777-9999-8b79712f32b8	2024-04-08	76202.77
147	428	f46223f0-75ca-4d5b-865b-82b30b7132ea	2024-10-21	96198.78
148	989	96ba02dd-0f29-4ba3-94ed-d6901e1f89dc	2024-06-26	57093.89
